eventID,occurrenceID,basisOfRecord,eventDate,kingdom,Order,scientificName,Commonname,taxonRank,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,Latitude,Longitude,Pollution Score,Classification,Endlatitude,Endlongitude,geodeticDatum,countryCode,Taxon
N3P_H,N3P_H1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.080,W005 16.471,,Invasive,,,WGS84,SCO,Plants
N3P_H,N3P_H2,Humanobservation,10/09/2025,Plantae,Ranunculales,Ranunculus_repens,Creeping_buttercup,Species,1,25,Percentagecover,Present,N55  42.080,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N3P_H,N3P_H3,Humanobservation,10/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,60,Percentagecover,Present,N55  42.080,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N3P_H,N3P_H4,Humanobservation,10/09/2025,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55  42.080,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N3P_H,N3P_H5,Humanobservation,10/09/2025,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,35,Percentagecover,Present,N55  42.080,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N3P_I,N3P_I1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.071,W005 16.414,,Invasive,,,WGS84,SCO,Plants
N3P_I,N3P_I2,Humanobservation,10/09/2025,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,10,Percentagecover,Present,N55  42.071,W005 16.414,,Notinvasive,,,WGS84,SCO,Plants
N3P_J,N3P_J1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.056,W005 16.365,,Invasive,,,WGS84,SCO,Plants
N3P_J,N3P_J2,Humanobservation,10/09/2025,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,33,Percentagecover,Present,N55  42.056,W005 16.365,,Notinvasive,,,WGS84,SCO,Plants
N3P_J,N3P_J3,Humanobservation,10/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,40,Percentagecover,Present,N55  42.056,W005 16.365,,Notinvasive,,,WGS84,SCO,Plants
N3P_J,N3P_J4,Humanobservation,10/09/2025,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,3,Percentagecover,Present,N55  42.056,W005 16.365,,Notinvasive,,,WGS84,SCO,Plants
N3P_J,N3P_J5,Humanobservation,10/09/2025,Plantae,Poales,Agrostis_capillaris,Common_bent,Species,1,10,Percentagecover,Present,N55  42.056,W005 16.365,,Notinvasive,,,WGS84,SCO,Plants
N3P_J,N3P_J6,Humanobservation,10/09/2025,Plantae,Fabales,Ulex_europaeus,Gorse,Species,1,10,Percentagecover,Present,N55  42.056,W005 16.365,,Invasive,,,WGS84,SCO,Plants
N3P_J,N3P_J7,Humanobservation,10/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,60,Percentagecover,Present,N55  42.056,W005 16.365,,Notinvasive,,,WGS84,SCO,Plants
N1P_A,N1P_A1,Humanobservation,11/09/2025,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,90,Percentagecover,Present,N55  42.354,W005 16.577,,Notinvasive,,,WGS84,SCO,Plants
N1P_A,N1P_A2,Humanobservation,11/09/2025,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,10,Percentagecover,Present,N55  42.354,W005 16.577,,Notinvasive,,,WGS84,SCO,Plants
N1P_A,N1P_A3,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,80,Percentagecover,Present,N55  42.354,W005 16.577,,Notinvasive,,,WGS84,SCO,Plants
N1P_A,N1P_A4,Humanobservation,11/09/2025,Plantae,Lamiales,Teucrium_scorodonia,Wood_sage,Species,1,5,Percentagecover,Present,N55  42.354,W005 16.577,,Notinvasive,,,WGS84,SCO,Plants
N1P_B,N1P_B1,Humanobservation,11/09/2025,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,90,Percentagecover,Present,N55  42.342,W005 16.557,,Notinvasive,,,WGS84,SCO,Plants
N1P_B,N1P_B2,Humanobservation,11/09/2025,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,Notinvasive,,,WGS84,SCO,Plants
N1P_B,N1P_B3,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,Invasive,,,WGS84,SCO,Plants
N1P_B,N1P_B4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,Notinvasive,,,WGS84,SCO,Plants
N1P_B,N1P_B5,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,80,Percentagecover,Present,N55  42.342,W005 16.557,,Notinvasive,,,WGS84,SCO,Plants
N1P_B,N1P_B6,Humanobservation,11/09/2025,Plantae,Dicranales,Dicranum_scoparium,Broom_fork-moss,Species,1,15,Percentagecover,Present,N55  42.342,W005 16.557,,Notinvasive,,,WGS84,SCO,Plants
N1P_C,N1P_C1,Humanobservation,11/09/2025,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,55,Percentagecover,Present,N55  42.329,W005 16.537,,Notinvasive,,,WGS84,SCO,Plants
N1P_C,N1P_C2,Humanobservation,11/09/2025,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,35,Percentagecover,Present,N55  42.329,W005 16.537,,Notinvasive,,,WGS84,SCO,Plants
N1P_C,N1P_C3,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55  42.329,W005 16.537,,Invasive,,,WGS84,SCO,Plants
N1P_C,N1P_C4,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55  42.329,W005 16.537,,Notinvasive,,,WGS84,SCO,Plants
N1P_C,N1P_C5,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55  42.329,W005 16.537,,Notinvasive,,,WGS84,SCO,Plants
N1P_D,N1P_D1,Humanobservation,11/09/2025,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,80,Percentagecover,Present,N55 42.318,W005 16.517,,Notinvasive,,,WGS84,SCO,Plants
N1P_D,N1P_D2,Humanobservation,11/09/2025,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,15,Percentagecover,Present,N55 42.318,W005 16.517,,Notinvasive,,,WGS84,SCO,Plants
N1P_D,N1P_D3,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55 42.318,W005 16.517,,Invasive,,,WGS84,SCO,Plants
N1P_D,N1P_D4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.318,W005 16.517,,Notinvasive,,,WGS84,SCO,Plants
N1P_D,N1P_D5,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.318,W005 16.517,,Notinvasive,,,WGS84,SCO,Plants
N1P_E,N1P_E1,Humanobservation,11/09/2025,Plantae,Lamiales,Teucrium_scorodonia,Wood_sage,Species,1,15,Percentagecover,Present,N55 42.307,W005 16.494,,Notinvasive,,,WGS84,SCO,Plants
N1P_E,N1P_E2,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55 42.307,W005 16.494,,Invasive,,,WGS84,SCO,Plants
N1P_E,N1P_E3,Humanobservation,11/09/2025,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,80,Percentagecover,Present,N55 42.307,W005 16.494,,Notinvasive,,,WGS84,SCO,Plants
N1P_E,N1P_E4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,10,Percentagecover,Present,N55 42.307,W005 16.494,,Notinvasive,,,WGS84,SCO,Plants
N1P_E,N1P_E5,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,20,Percentagecover,Present,N55 42.307,W005 16.494,,Notinvasive,,,WGS84,SCO,Plants
N1P_E,N1P_E6,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,80,Percentagecover,Present,N55 42.307,W005 16.494,,Notinvasive,,,WGS84,SCO,Plants
N1P_F,N1P_F1,Humanobservation,11/09/2025,Plantae,Digitalis,Digitalis_purpurea,Common_foxglove,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N1P_F,N1P_F2,Humanobservation,11/09/2025,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,60,Percentagecover,Present,N55 42.295,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N1P_F,N1P_F3,Humanobservation,11/09/2025,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,20,Percentagecover,Present,N55 42.295,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N1P_F,N1P_F4,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,80,Percentagecover,Present,N55 42.295,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N1P_F,N1P_F5,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,10,Percentagecover,Present,N55 42.295,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N1P_F,N1P_F6,Humanobservation,11/09/2025,Plantae,Dicranales,Dicranum scoparium,Broom_fork-moss,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N1P_F,N1P_F7,Humanobservation,11/09/2025,Plantae,Lamiales,Teucrium_scorodonia,Wood_sage,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N1P_F,N1P_F8,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,80,Percentagecover,Present,N55 42.295,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N1P_F,N1P_F9,Humanobservation,11/09/2025,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,Notinvasive,,,WGS84,SCO,Plants
N1P_G,N1P_G1,Humanobservation,11/09/2025,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,40,Percentagecover,Present,N55 42.281,W005 16.451,,Notinvasive,,,WGS84,SCO,Plants
N1P_G,N1P_G2,Humanobservation,11/09/2025,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,30,Percentagecover,Present,N55 42.281,W005 16.451,,Notinvasive,,,WGS84,SCO,Plants
N1P_G,N1P_G3,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,50,Percentagecover,Present,N55 42.281,W005 16.451,,Notinvasive,,,WGS84,SCO,Plants
N1P_G,N1P_G4,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,10,Percentagecover,Present,N55 42.281,W005 16.451,,Notinvasive,,,WGS84,SCO,Plants
N1P_G,N1P_G5,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,20,Percentagecover,Present,N55 42.281,W005 16.451,,Notinvasive,,,WGS84,SCO,Plants
N1P_G,N1P_G6,Humanobservation,11/09/2025,Plantae,Ranunculales,Ranunculus_repens,Creeping_buttercup,Species,1,5,Percentagecover,Present,N55 42.281,W005 16.451,,Notinvasive,,,WGS84,SCO,Plants
N1P_H,N1P_H1,Humanobservation,11/09/2025,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,70,Percentagecover,Present,N55 42.268,W005 16.434,,Notinvasive,,,WGS84,SCO,Plants
N1P_H,N1P_H2,Humanobservation,11/09/2025,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,20,Percentagecover,Present,N55 42.268,W005 16.434,,Notinvasive,,,WGS84,SCO,Plants
N1P_H,N1P_H3,Humanobservation,11/09/2025,Plantae,Poales,Juncus_effusus,Soft_rush,Species,1,5,Percentagecover,Present,N55 42.268,W005 16.434,,Notinvasive,,,WGS84,SCO,Plants
N1P_H,N1P_H4,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,70,Percentagecover,Present,N55 42.268,W005 16.434,,Notinvasive,,,WGS84,SCO,Plants
N1P_H,N1P_H5,Humanobservation,11/09/2025,Plantae,Ranunculales,Ranunculus_repens,Creeping_buttercup,Species,1,5,Percentagecover,Present,N55 42.268,W005 16.434,,Notinvasive,,,WGS84,SCO,Plants
N1P_H,N1P_H6,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,40,Percentagecover,Present,N55 42.268,W005 16.434,,Notinvasive,,,WGS84,SCO,Plants
N1P_I,N1P_I1,Humanobservation,11/09/2025,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,95,Percentagecover,Present,N55 42.255,W005 16.414,,Notinvasive,,,WGS84,SCO,Plants
N1P_I,N1P_I2,Humanobservation,11/09/2025,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,5,Percentagecover,Present,N55 42.255,W005 16.414,,Notinvasive,,,WGS84,SCO,Plants
N1P_I,N1P_I3,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.255,W005 16.414,,Notinvasive,,,WGS84,SCO,Plants
N1P_I,N1P_I4,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.255,W005 16.414,,Notinvasive,,,WGS84,SCO,Plants
N1P_J,N1P_J1,Humanobservation,11/09/2025,Plantae,Ericales,Calluna_vulgaris,Common_heather,Species,1,95,Percentagecover,Present,N55 42.242,W005 16.396,,Notinvasive,,,WGS84,SCO,Plants
N1P_J,N1P_J2,Humanobservation,11/09/2025,Plantae,Ericales,Erica_cinerea,Bell_heather,Species,1,5,Percentagecover,Present,N55 42.242,W005 16.396,,Notinvasive,,,WGS84,SCO,Plants
N1P_J,N1P_J3,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.242,W005 16.396,,Notinvasive,,,WGS84,SCO,Plants
N1P_J,N1P_J4,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.242,W005 16.396,,Notinvasive,,,WGS84,SCO,Plants
N2P_J,N2P_J1,Humanobservation,11/09/2025,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,33,Percentagecover,Present,N55 42.143,W005 16.419,,Notinvasive,,,WGS84,SCO,Plants
N2P_J,N2P_J2,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,60,Percentagecover,Present,N55 42.143,W005 16.419,,Notinvasive,,,WGS84,SCO,Plants
N2P_J,N2P_J3,Humanobservation,11/09/2025,Plantae,Caryophyllales,Cerastium fontanum,Little_mouse-ear_chickweed,Species,1,5,Percentagecover,Present,N55 42.143,W005 16.419,,Notinvasive,,,WGS84,SCO,Plants
N2P_J,N2P_J4,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,33,Percentagecover,Present,N55 42.143,W005 16.419,,Notinvasive,,,WGS84,SCO,Plants
N2P_J,N2P_J5,Humanobservation,11/09/2025,Plantae,Poales,Anthoxanthum_odoratum,Sweet_vernal_grass,Species,1,20,Percentagecover,Present,N55 42.143,W005 16.419,,Notinvasive,,,WGS84,SCO,Plants
N2P_I,N2P_I1,Humanobservation,11/09/2025,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,60,Percentagecover,Present,N55 42.161,W005 16.431,,Notinvasive,,,WGS84,SCO,Plants
N2P_I,N2P_I2,Humanobservation,11/09/2025,Plantae,Poales,Anthoxanthum_odoratum,Sweet_vernal_grass,Species,1,40,Percentagecover,Present,N55 42.161,W005 16.431,,Notinvasive,,,WGS84,SCO,Plants
N2P_I,N2P_I3,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,80,Percentagecover,Present,N55 42.161,W005 16.431,,Notinvasive,,,WGS84,SCO,Plants
N2P_I,N2P_I4,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.161,W005 16.431,,Notinvasive,,,WGS84,SCO,Plants
N2P_H,N2P_H1,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.176,W005 16.448,,Notinvasive,,,WGS84,SCO,Plants
N2P_H,N2P_H2,Humanobservation,11/09/2025,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,70,Percentagecover,Present,N55 42.176,W005 16.448,,Notinvasive,,,WGS84,SCO,Plants
N2P_H,N2P_H3,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,30,Percentagecover,Present,N55 42.176,W005 16.448,,Notinvasive,,,WGS84,SCO,Plants
N2P_H,N2P_H4,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,70,Percentagecover,Present,N55 42.176,W005 16.448,,Notinvasive,,,WGS84,SCO,Plants
N2P_H,N2P_H5,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.176,W005 16.448,,Notinvasive,,,WGS84,SCO,Plants
N2P_G,N2P_G1,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55 42.185,W005 16.468,,Invasive,,,WGS84,SCO,Plants
N2P_G,N2P_G2,Humanobservation,11/09/2025,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,70,Percentagecover,Present,N55 42.185,W005 16.468,,Notinvasive,,,WGS84,SCO,Plants
N2P_G,N2P_G3,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,80,Percentagecover,Present,N55 42.185,W005 16.468,,Notinvasive,,,WGS84,SCO,Plants
N2P_G,N2P_G4,Humanobservation,11/09/2025,Plantae,Poales,Anthoxanthum_odoratum,Sweet_vernal_grass,Species,1,10,Percentagecover,Present,N55 42.185,W005 16.468,,Notinvasive,,,WGS84,SCO,Plants
N2P_F,N2P_F1,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,20,Percentagecover,Present,N55 42.198,W005 16.488,,Notinvasive,,,WGS84,SCO,Plants
N2P_F,N2P_F2,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,80,Percentagecover,Present,N55 42.198,W005 16.488,,Notinvasive,,,WGS84,SCO,Plants
N2P_F,N2P_F3,Humanobservation,11/09/2025,Plantae,Poales,Deschampsia_cespitosa,Tufted_hair_grass,Species,1,80,Percentagecover,Present,N55 42.198,W005 16.488,,Notinvasive,,,WGS84,SCO,Plants
N2P_E,N2P_E1,Humanobservation,11/09/2025,Plantae,Ericales,Lysimachia nemorum,Yellow_pimpernel,Species,1,5,Percentagecover,Present,N55 42.207,W005 16.514,,Notinvasive,,,WGS84,SCO,Plants
N2P_E,N2P_E2,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,10,Percentagecover,Present,N55 42.207,W005 16.514,,Notinvasive,,,WGS84,SCO,Plants
N2P_E,N2P_E3,Humanobservation,11/09/2025,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,90,Percentagecover,Present,N55 42.207,W005 16.514,,Notinvasive,,,WGS84,SCO,Plants
N2P_E,N2P_E4,Humanobservation,11/09/2025,Plantae,Malpighiales,Viola_palustris,Marsh_violet,Species,1,5,Percentagecover,Present,N55 42.207,W005 16.514,,Notinvasive,,,WGS84,SCO,Plants
N2P_E,N2P_E5,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,60,Percentagecover,Present,N55 42.207,W005 16.514,,Notinvasive,,,WGS84,SCO,Plants
N2P_D,N2P_D1,Humanobservation,11/09/2025,Plantae,Rosales,Rubus_fruticosus_L.,European_blackberry,Species,1,10,Percentagecover,Present,N55 42.219,W005 16.534,,Notinvasive,,,WGS84,SCO,Plants
N2P_D,N2P_D2,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55 42.219,W005 16.534,,Invasive,,,WGS84,SCO,Plants
N2P_D,N2P_D3,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,70,Percentagecover,Present,N55 42.219,W005 16.534,,Notinvasive,,,WGS84,SCO,Plants
N2P_D,N2P_D4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla_erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.219,W005 16.534,,Notinvasive,,,WGS84,SCO,Plants
N2P_D,N2P_D5,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,80,Percentagecover,Present,N55 42.219,W005 16.534,,Notinvasive,,,WGS84,SCO,Plants
N2P_C,N2P_C1,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,20,Percentagecover,Present,N55 42.231,W005 16.551,,Notinvasive,,,WGS84,SCO,Plants
N2P_C,N2P_C2,Humanobservation,11/09/2025,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,80,Percentagecover,Present,N55 42.231,W005 16.551,,Notinvasive,,,WGS84,SCO,Plants
N2P_C,N2P_C3,Humanobservation,11/09/2025,Plantae,Malpighiales,Viola_palustris,Marsh_violet,Species,1,5,Percentagecover,Present,N55 42.231,W005 16.551,,Notinvasive,,,WGS84,SCO,Plants
N2P_C,N2P_C4,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,65,Percentagecover,Present,N55 42.231,W005 16.551,,Notinvasive,,,WGS84,SCO,Plants
N2P_B,N2P_B1,Humanobservation,11/09/2025,Plantae,Malpighiales,Hypericum_perforatum,St._johns_wort,Species,1,5,Percentagecover,Present,N55 42.242,W005 16.577,,Notinvasive,,,WGS84,SCO,Plants
N2P_B,N2P_B2,Humanobservation,11/09/2025,Plantae,Poales,Deschampsia_cespitosa,Tufted_hair_grass,Species,1,90,Percentagecover,Present,N55 42.242,W005 16.577,,Notinvasive,,,WGS84,SCO,Plants
N2P_B,N2P_B3,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,10,Percentagecover,Present,N55 42.242,W005 16.577,,Notinvasive,,,WGS84,SCO,Plants
N2P_B,N2P_B4,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,20,Percentagecover,Present,N55 42.242,W005 16.577,,Notinvasive,,,WGS84,SCO,Plants
N2P_A,N20_A1,Humanobservation,11/09/2025,Plantae,Poales,Anthoxanthum_odoratum,Sweet_vernal_grass,Species,1,30,Percentagecover,Present,N55 42.257,W005 16.594,,Notinvasive,,,WGS84,SCO,Plants
N2P_A,N20_A2,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium_aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55 42.257,W005 16.594,,Invasive,,,WGS84,SCO,Plants
N2P_A,N20_A3,Humanobservation,11/09/2025,Plantae,Poales,Avenella_flexuosa,Wavy_hair-grass,Species,1,40,Percentagecover,Present,N55 42.257,W005 16.594,,Notinvasive,,,WGS84,SCO,Plants
N2P_A,N20_A4,Humanobservation,11/09/2025,Plantae,Gentianales,Galium_mollugo,Hedge_bedstraw,Species,1,60,Percentagecover,Present,N55 42.257,W005 16.594,,Notinvasive,,,WGS84,SCO,Plants
N2P_A,N20_A5,Humanobservation,11/09/2025,Plantae,Hypnales,Rhytidadelphus_triquetrus,Big_shaggy-moss,Species,1,50,Percentagecover,Present,N55 42.257,W005 16.594,,Notinvasive,,,WGS84,SCO,Plants
N2P_A,N20_A6,Humanobservation,11/09/2025,Plantae,Oxalidales,Oxalis,Wood_sorrel,Genus,1,5,Percentagecover,Present,N55 42.257,W005 16.594,,Notinvasive,,,WGS84,SCO,Plants
N2P_A,N20_A7,Humanobservation,11/09/2025,Plantae,Poales,Holcus_lanatus,Yorshire_fog,Species,1,30,Percentagecover,Present,N55 42.257,W005 16.594,,Notinvasive,,,WGS84,SCO,Plants
S3P_A,S3P_A1,Humanobservation,10/09/2025,Plantae,Rosales,Urtica_dioica,Common_nettle,Species,1,15,Percentagecover,Present,N55  42.027,W005  17.134,,Notinvasive,,,WGS84,SCO,Plants
S3P_A,S3P_A2,Humanobservation,10/09/2025,Plantae,Poales,Nardus_stricta,Mat_grass,Species,1,85,Percentagecover,Present,N55  42.027,W005  17.134,,Notinvasive,,,WGS84,SCO,Plants
S3P_A,S3P_A3,Humanobservation,10/09/2025,Plantae,Poales,Deschampsia_cespitosa,Tufted_hairgrass,Species,1,15,Percentagecover,Present,N55  42.027,W005  17.134,,Notinvasive,,,WGS84,SCO,Plants
S3P_B,S3P_B1,Humanobservation,10/09/2025,Plantae,Fabales,Trifolium_repens,White_clover,Species,1,85,Percentagecover,Present,N55  42.003,W005  17.094,,Notinvasive,,,WGS84,SCO,Plants
S3P_B,S3P_B2,Humanobservation,10/09/2025,Plantae,Poales,Agrostis_capillaris,Common_bent,Species,1,3,Percentagecover,Present,N55  42.003,W005  17.094,,Notinvasive,,,WGS84,SCO,Plants
S3P_B,S3P_B3,Humanobservation,10/09/2025,Plantae,Poales,Nardus_stricta,Mat_grass,Species,1,60,Percentagecover,Present,N55  42.003,W005  17.094,,Notinvasive,,,WGS84,SCO,Plants
S3P_C,S3P_C1,Humanobservation,10/09/2025,Plantae,Poales,Agrostis_capillaris,Common_bent,Species,1,8,Percentagecover,Present,N55  41.979,W005  17.065,,Notinvasive,,,WGS84,SCO,Plants
S3P_C,S3P_C2,Humanobservation,10/09/2025,Plantae,Fabales,Trifolium_repens,White_clover,Species,1,20,Percentagecover,Present,N55  41.979,W005  17.065,,Notinvasive,,,WGS84,SCO,Plants
S3P_C,S3P_C3,Humanobservation,10/09/2025,Plantae,Poales,Nardus_stricta,Mat_grass,Species,1,80,Percentagecover,Present,N55  41.979,W005  17.065,,Notinvasive,,,WGS84,SCO,Plants
S3P_D,S3P_D1,Humanobservation,10/09/2025,Plantae,Poales,Juncus_inflexus,Hard_rush,Species,1,40,Percentagecover,Present,N55  41.949,W005  17.042,,Notinvasive,,,WGS84,SCO,Plants
